label,insect_id,segment,start,end,absBandRatio_50_100,absBandRatio_100_150,absBandRatio_150_200,absBandRatio_200_250,absBandRatio_250_300,absBandRatio_300_350,absBandRatio_350_400,absBandRatio_400_450,absBandRatio_450_500,absBandRatio_500_600,absBandRatio_600_800,bandRatio_150_350,bandRatio_200_300,bandRatio_350_800,lowHighRatio_150_350_to_350_800,spectral_entropy_mean,spectral_entropy_median,spectral_entropy_std,spectral_flatness_mean,spectral_flatness_median,spectral_flatness_std,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_std,spectral_bandwidth_max,spectral_bandwidth_p95,ridge_freq_mean,ridge_freq_median,ridge_freq_std,ridge_freq_range,ridge_freq_mean_abs_diff,mfcc_00_mean,mfcc_00_std,mfcc_00_median,mfcc_01_mean,mfcc_01_std,mfcc_01_median,mfcc_02_mean,mfcc_02_std,mfcc_02_median,mfcc_03_mean,mfcc_03_std,mfcc_03_median,mfcc_04_mean,mfcc_04_std,mfcc_04_median,mfcc_05_mean,mfcc_05_std,mfcc_05_median,mfcc_06_mean,mfcc_06_std,mfcc_06_median,mfcc_07_mean,mfcc_07_std,mfcc_07_median
bee,bee_01,3,1385,1414,0.126426127,0.146455043,0.156578377,0.112582813,0.129251466,0.097347759,0.067033795,0.044834518,0.024339264,0.044934676,0.050216162,0.495760415,0.241834279,0.231358415,2.14282422,0.88707631,0.884950567,0.053626718,0.562263785,0.554015947,0.201804055,243.5853549,234.8359641,51.15267546,149.5086463,149.764854,32.27083592,233.9136853,209.3219035,142.0813337,158.361486,70.05522828,263.935811,50.0878187,12.92517875,4.775552838,12.50648623,4.32921615,1.808607048,4.395024608,-0.404207704,0.736532144,-0.455116974,-0.593896938,0.582298507,-0.446298749,-0.066381144,0.241532927,-0.040444112,0.069026818,0.177207953,0.043989977,-0.111652486,0.138242124,-0.094301057,-0.020774919,0.097103921,0.00514913
bee,bee_01,3,1415,1444,0.122476775,0.139700927,0.149095241,0.108728634,0.129012639,0.103305407,0.07689939,0.054709902,0.029773798,0.048311484,0.037985803,0.490141922,0.237741274,0.247680376,1.978929171,0.888331408,0.885712584,0.045217829,0.535325353,0.536611795,0.185765114,247.7984463,239.1894868,46.64996081,144.3802243,146.4347919,26.64858618,214.5954168,183.1168975,168.7215837,184.755068,84.9334163,448.690879,53.98687044,14.36608278,4.439234407,14.40899869,4.479207152,1.794134489,4.502935148,-1.033080347,1.185728871,-0.995368491,-0.347740201,0.684329811,-0.328171639,-0.062929959,0.327553878,-0.034971744,-0.003273003,0.218541487,0.004594689,-0.083476053,0.158760323,-0.063808141,-0.006708176,0.112402768,0.004561664
bee,bee_01,3,1445,1474,0.143999112,0.157583509,0.162104008,0.114714799,0.131383272,0.099179228,0.067428633,0.042469794,0.020661346,0.031277387,0.029198912,0.507381308,0.246098072,0.191036071,2.65594505,0.939196587,0.965650468,0.061638684,0.74827571,0.856099898,0.258952287,339.0869004,334.9516349,100.538663,180.4566487,191.8177697,37.68250843,229.8316653,220.6778888,285.7660157,224.345439,236.1874862,739.02027,111.7728169,9.743918766,6.74317248,7.346307711,2.215729949,2.888620943,1.699503614,-0.614468313,0.929342917,-0.505251705,-0.262045005,0.507510404,-0.216698692,-0.033182937,0.253512767,-0.03450024,-0.04687104,0.179968639,-0.033019329,-0.044205297,0.114240292,-0.044118642,-0.0098858,0.095319451,-0.012164594
bee,bee_01,3,1475,1504,0.090471497,0.10610129,0.115893475,0.086002644,0.104117193,0.086714214,0.070029661,0.058064686,0.038700584,0.092627881,0.151276875,0.392727526,0.190119837,0.410699687,0.956240141,0.973035232,0.986932538,0.032427099,0.893480832,0.942254909,0.122936918,383.418069,391.4877307,75.99635119,200.3629726,201.4130895,18.87300882,236.8086124,221.7131989,316.8463074,237.54223,226.569022,739.02027,105.2743973,5.416130983,2.322577837,4.742262754,0.857942426,1.663384473,0.631603124,-0.259801546,0.473785734,-0.298649464,-0.278369891,0.364985395,-0.228456525,-0.127322726,0.167305525,-0.116046149,-0.019204673,0.094555921,-0.022032289,-0.04275356,0.069054866,-0.037661805,-0.026141193,0.04306328,-0.019113371
bee,bee_01,3,1520,1549,0.143203671,0.161546246,0.168480596,0.118573973,0.132755085,0.095962636,0.061855721,0.03743489,0.018270013,0.030107547,0.031809625,0.515772289,0.251329058,0.179477795,2.873738726,0.90671022,0.907098211,0.054744546,0.622704443,0.644369757,0.231721626,263.3333957,257.6350685,59.94846663,162.0009744,164.0932121,35.32515778,222.4381486,214.1961357,153.3047724,171.558277,94.95523203,554.265203,64.38434176,12.36622652,5.860148839,10.98986672,3.878917029,2.294710095,3.512590079,-0.603637852,0.979014119,-0.576566656,-0.455400158,0.53873954,-0.419429385,-0.029677765,0.329196725,-0.061672777,-0.011511449,0.207986464,0.013639015,-0.074133179,0.140251877,-0.050936562,0.001163161,0.10668187,0.002602034
bee,bee_01,3,1550,1579,0.150379384,0.159429624,0.159345533,0.11049694,0.124693599,0.093279046,0.063807704,0.041562646,0.021486765,0.03659407,0.03892469,0.487815117,0.235190539,0.202375875,2.410441057,0.898365538,0.894186654,0.058095338,0.586467194,0.593569764,0.237554931,254.1596738,242.7239925,60.95142018,153.5022305,152.3058408,37.90809884,228.9057236,220.0410078,136.4079471,171.558277,112.0651388,739.02027,60.98516852,13.53328668,5.412909502,14.03137216,4.200997957,2.245165729,4.095872153,-0.66798046,0.812447858,-0.678820386,-0.44533133,0.589970089,-0.332419063,0.044172382,0.265379196,0.023977092,0.000527824,0.18173933,0.025457733,-0.0964422,0.129583926,-0.059381874,0.019658173,0.07267251,0.02447751
bee,bee_01,3,1580,1609,0.158433715,0.165800618,0.162792618,0.110789594,0.122480331,0.089478791,0.060040231,0.038774546,0.020120882,0.034721337,0.036567337,0.485541335,0.233269926,0.190224333,2.552467012,0.875516621,0.869679431,0.052742173,0.510492096,0.502662909,0.201674845,234.4371572,227.9114818,46.43090358,141.6106341,145.6628266,28.49729153,205.4688322,189.413963,139.2446403,171.558277,74.82370427,290.329392,54.78667598,14.64029562,5.057807773,13.78266163,4.822410182,1.964351857,4.654945201,-0.627018542,0.892935919,-0.466077656,-0.565390756,0.617070874,-0.446692165,-0.017203059,0.34047736,-0.037014018,0.039623019,0.207292798,0.036899602,-0.112207538,0.14483007,-0.085673149,0.005888312,0.111951866,0.017624559
bee,bee_01,3,1610,1639,0.13133406,0.151993649,0.16330421,0.118261934,0.136462061,0.102152156,0.067877075,0.041770416,0.020324996,0.032744114,0.03377533,0.520180362,0.254723996,0.196491929,2.64733704,0.905831552,0.904248759,0.052820611,0.616720364,0.597746795,0.220540683,262.8804987,254.0306431,64.04125866,157.6227171,154.8677724,35.26211946,233.482366,215.677826,160.4581728,171.558277,141.1042575,739.02027,65.88397711,12.09459596,5.204038114,11.75184543,3.828506223,2.133668557,3.86631905,-0.695660782,0.905675555,-0.575587694,-0.444793104,0.557674779,-0.362459847,0.021613496,0.298725682,-0.005267435,-0.028081239,0.190543824,-0.008670032,-0.090134863,0.1309156,-0.058394564,0.014938279,0.092113835,0.011828386
bee,bee_01,3,1685,1714,0.143549688,0.147305997,0.141797477,0.095432219,0.106060467,0.080896603,0.060367018,0.046398498,0.028856936,0.062236228,0.087098869,0.424186766,0.201492686,0.284957548,1.48859635,0.950630851,0.961415387,0.037489151,0.808989918,0.852093148,0.137886625,315.5966169,320.1231017,52.28223186,189.0014203,189.4483236,21.11506836,226.7211025,219.6779559,169.0915872,184.755068,75.42080615,316.722973,54.98662723,7.92581351,2.593918928,7.677496353,2.22804975,1.228458806,1.988654474,-0.312991508,0.6064322,-0.324914997,-0.338126284,0.432623582,-0.30777244,-0.162139602,0.206000803,-0.132280462,-0.000219274,0.141792718,0.003121563,-0.055066393,0.076165249,-0.046450804,-0.028001111,0.064475065,-0.022271844
bee,bee_01,3,2645,2674,0.043748685,0.057334114,0.07717083,0.073438886,0.118420314,0.135095954,0.137466616,0.122628863,0.074116384,0.11376532,0.046814033,0.404125984,0.1918592,0.494791217,0.816760626,0.914229554,0.910135125,0.041696588,0.608743528,0.598783939,0.191655493,320.3183604,328.8445753,66.09459352,144.8631925,141.8612817,29.97467829,219.2471181,205.8210773,265.1691558,277.132601,126.6387341,541.068412,56.58623824,17.84867286,4.772778848,18.15222237,2.613154739,2.179454119,2.464828827,-2.175546517,1.757553696,-2.027901113,0.228453253,0.781372095,0.306366986,-0.346957933,0.522615427,-0.257989482,0.025087123,0.253677953,0.022915446,-0.118318008,0.204554691,-0.066286803,-0.005816371,0.120709203,-0.005534788
bee,bee_01,3,2660,2689,0.100245761,0.113157515,0.122860585,0.093582222,0.11947651,0.107261438,0.09129144,0.073921057,0.044095974,0.076304962,0.057802534,0.443180756,0.213058733,0.343415968,1.290507133,0.922416448,0.925269086,0.039155656,0.668173295,0.678800081,0.163720578,308.8144293,306.2750434,62.56506295,154.6402001,152.0132816,26.89317975,220.7244185,207.2419705,253.945717,237.54223,119.8573218,514.674831,51.78740531,14.41174039,3.162899966,13.95863265,2.68326506,1.870128546,2.589352185,-1.529055969,1.321590526,-1.551402311,-0.061846301,0.675434813,-0.001482808,-0.179048461,0.356511281,-0.151052866,-0.037563661,0.200648479,-0.024762331,-0.064430978,0.121080469,-0.053180882,-0.031304513,0.071440796,-0.022054867
bee,bee_01,3,2720,2749,0.064060821,0.082762787,0.104914965,0.091097914,0.129876339,0.127128837,0.112240506,0.09037892,0.052650621,0.087983754,0.056904537,0.453018054,0.220974252,0.400158338,1.132096999,0.933485654,0.938081581,0.038451171,0.714497832,0.741148977,0.175473841,326.0516236,326.7378867,69.06946708,166.2987414,164.2528204,32.08038509,230.5178741,219.6794678,235.9388813,224.345439,137.2651194,567.461993,56.68621392,13.12082346,5.345839864,11.51097863,2.018110985,2.188571156,1.973640429,-1.278718986,1.456034663,-1.075531123,-0.067729368,0.704120963,-0.136941851,-0.181555179,0.375705802,-0.120759004,0.023673978,0.235582296,0.022277333,-0.085976148,0.171721183,-0.055708858,0.013292305,0.104090013,0.014843208
bee,bee_01,3,2750,2779,0.130328799,0.145980169,0.153135075,0.11000518,0.128233023,0.099928647,0.07173882,0.049064929,0.026054628,0.043270988,0.042259742,0.491301925,0.238238203,0.232389107,2.114134911,0.921556062,0.926967022,0.050132983,0.67321487,0.707198365,0.215730019,288.9308505,280.2238338,65.31152707,166.9489809,174.6728753,34.8027923,224.0945214,215.4012325,181.1783673,184.755068,116.0236928,725.82348,69.48310179,12.58791216,4.631902491,13.80211289,3.174875344,2.109712668,3.03007498,-0.842099943,1.120971153,-0.632083784,-0.26762906,0.64530879,-0.292389752,-0.037003435,0.294509731,-0.064245799,-0.048534413,0.182072635,-0.039113017,-0.057122961,0.123576342,-0.038928522,-0.004821694,0.088386926,-0.007014152
bee,bee_01,3,2810,2839,0.07305691,0.093930466,0.113711389,0.09294397,0.124423675,0.115371571,0.100011392,0.082476182,0.050372814,0.090524365,0.063177265,0.446450605,0.217367645,0.386562019,1.154926203,0.912926348,0.913840853,0.045180409,0.632638782,0.638370082,0.188776448,285.3381268,283.8295429,65.59150285,155.283073,156.7238135,26.78159124,215.215535,206.1812202,210.6553107,197.951858,111.0445448,527.871622,54.28679746,15.26773382,4.754852585,14.3156529,3.249118221,1.978225524,3.243443455,-1.1495792,1.374063153,-0.933005645,-0.255613132,0.740161818,-0.272306803,-0.198378104,0.441795325,-0.135360974,0.015493842,0.222027707,0.015073881,-0.101078944,0.19133607,-0.090963145,-0.013502047,0.124883819,-0.006376455
bee,bee_01,3,2825,2854,0.088088563,0.104677593,0.118811663,0.093146243,0.121211183,0.110318962,0.094969377,0.078236884,0.047747939,0.085284726,0.057506867,0.443488052,0.214357426,0.363745793,1.21922524,0.912697487,0.91653547,0.043861204,0.629040641,0.657198658,0.191973257,281.9007685,271.0971865,62.79913446,158.3042531,160.4789802,29.82570585,228.0064487,202.6362845,188.9484402,184.755068,122.5568506,501.478041,60.78521703,14.99142654,5.282742105,14.44429494,3.343988364,2.029156595,3.289197523,-1.097715823,1.429866437,-0.795499218,-0.11544279,0.753504643,-0.075948604,-0.193903931,0.426416117,-0.103650681,-0.001454862,0.215386023,0.010607156,-0.083865846,0.186912955,-0.059784718,-0.008446975,0.117751771,0.001053119
bee,bee_01,3,2855,2884,0.151632361,0.160960707,0.159662272,0.109125011,0.120771779,0.0884567,0.060195991,0.040412325,0.022182002,0.041415322,0.04518553,0.478015762,0.22989679,0.20939117,2.282884049,0.889933956,0.892296255,0.054986481,0.574359882,0.592660151,0.210475461,243.8035731,234.8273276,55.04994641,153.2442548,155.3782087,32.19194822,221.2738389,203.631443,131.4745674,145.164696,106.9895057,739.02027,63.38458496,13.55154715,5.372866284,12.70257011,4.217662239,1.905411677,3.990264367,-0.368848514,0.748333473,-0.352087153,-0.480050851,0.609743276,-0.33838013,-0.101450013,0.267860144,-0.089460542,0.084018464,0.161515843,0.06550917,-0.110206422,0.13858846,-0.077830578,-0.003498149,0.087804902,0.01386666
bee,bee_01,3,2885,2914,0.11549523,0.141633488,0.15997967,0.120214829,0.1432179,0.110669392,0.075240976,0.046476138,0.022079474,0.033008764,0.031984139,0.534081791,0.263432729,0.208789491,2.557991731,0.899973239,0.899606553,0.043892741,0.589617481,0.598338107,0.19006283,254.9707665,251.129112,40.61278778,154.3312742,157.7275622,29.88205108,221.7650273,199.3075903,160.0881693,171.558277,69.33236748,277.132602,52.18730811,12.6490383,4.637205032,12.19168804,4.118986705,1.697142615,3.856841128,-0.787077187,1.057042249,-0.674931738,-0.416630289,0.554803988,-0.367320264,-0.047874059,0.289089339,-0.037601297,-0.017522125,0.22919507,-0.00274685,-0.069306086,0.154707129,-0.056199279,-0.018906234,0.095222965,-0.003150524
bee,bee_01,3,2915,2944,0.105264874,0.125312866,0.142778343,0.111582853,0.141908166,0.120733213,0.091183693,0.061425547,0.030026477,0.040582285,0.029201684,0.517002574,0.253491018,0.252419685,2.04818643,0.894830262,0.890688214,0.049786241,0.549698328,0.535246884,0.21715706,263.2804541,261.5511549,55.4267334,143.2729638,141.8186456,29.59389784,215.7081873,194.2171635,190.1817851,197.951858,87.48090186,369.510135,50.1877944,14.97769364,4.773693478,14.65468768,4.249741821,2.189246308,4.237524264,-1.379904848,1.388042699,-1.182061001,-0.316940617,0.709875104,-0.284414213,-0.074245116,0.296726617,-0.062361048,-0.022664269,0.256060128,-0.009699074,-0.072905459,0.187406273,-0.071516245,-0.032594643,0.131856595,-0.006095311
bee,bee_01,3,2945,2974,0.142418309,0.153894849,0.154263436,0.105707018,0.116883581,0.085733949,0.059188477,0.041266044,0.02388194,0.049183718,0.06757868,0.462587984,0.222590599,0.241098859,1.918665173,0.926062266,0.937975109,0.061518138,0.72150162,0.749724777,0.223843392,303.188551,281.8807007,92.77917957,175.8019504,175.7338734,32.67442934,229.7633239,222.3287567,197.5818546,184.755068,200.6931687,739.02027,99.37583182,8.845395255,3.761684694,8.885713466,2.6397643,2.235793711,2.858727486,-0.200654523,0.638154586,-0.193411595,-0.430152658,0.496022616,-0.336588938,-0.088064796,0.218512224,-0.07742199,0.034514855,0.168407154,0.027383237,-0.065245114,0.10191553,-0.048008022,-0.025990233,0.066269934,-0.015387228
bee,bee_01,3,2960,2989,0.137879187,0.149485784,0.150441918,0.1035255,0.115117055,0.08525568,0.059749486,0.042521589,0.025093602,0.0529867,0.077943499,0.454340153,0.218642555,0.258294876,1.758997935,0.949931162,0.978695565,0.05504825,0.806852962,0.915192709,0.205392714,345.3746248,354.2836636,89.4403611,189.7798018,195.2582273,31.73279165,243.2699692,229.1690176,242.4756094,197.951858,220.4664151,739.02027,126.369267,7.182846195,3.487982646,6.429149654,1.818413095,2.155911473,1.246912535,-0.258861748,0.582531041,-0.211546759,-0.354496836,0.46536307,-0.309276175,-0.078748659,0.19911964,-0.087810534,-0.013258504,0.126996079,-0.017753277,-0.052831804,0.083620207,-0.038014628,-0.020936157,0.059412486,-0.013602664
bee,bee_01,3,2990,3019,0.165196212,0.172062908,0.166062145,0.110059776,0.117479408,0.082226707,0.053669318,0.035081556,0.019099839,0.035800573,0.043261557,0.475828036,0.227539184,0.186912843,2.545721459,0.90688818,0.909979552,0.051866812,0.640515095,0.663350402,0.196507473,260.8696243,256.9927821,54.60155019,164.534091,168.5244958,31.4716027,232.5811577,212.0703851,142.0813337,158.361486,102.7027244,739.02027,59.18560617,10.32998693,4.050811467,9.962540624,3.689903872,1.696776953,3.531384382,-0.319955656,0.658684388,-0.26458981,-0.48210408,0.501492372,-0.483972526,-0.096515317,0.230966819,-0.0735395,0.024930189,0.153805887,0.023475786,-0.061373476,0.096661704,-0.051266459,-0.038586822,0.094242834,-0.018460322
bee,bee_01,3,3020,3049,0.108600625,0.130907209,0.148233127,0.113629331,0.140556431,0.11569999,0.085399106,0.05758645,0.028976176,0.041881487,0.028530068,0.518118879,0.254185763,0.242373286,2.137689709,0.879023576,0.87555808,0.046149705,0.470026613,0.451194666,0.199040596,256.8430028,246.696478,62.49351205,129.1156012,126.2002054,26.69932238,200.6991531,181.2389632,204.4885861,197.951858,91.63011708,395.903716,45.88883988,16.76939383,4.097441921,16.78430293,4.681519092,2.501358925,4.711523658,-1.843124673,1.477056416,-1.70644232,-0.304515268,0.724689208,-0.263813924,-0.067913912,0.480034357,-0.005696869,-0.045065148,0.297829068,-0.003785303,-0.103419878,0.193980124,-0.082244631,0.00806187,0.134737431,0.010206832
bee,bee_01,3,3050,3079,0.164797279,0.17366487,0.170050238,0.114320173,0.123716814,0.087386347,0.056246191,0.034655902,0.017210245,0.028181754,0.029770187,0.495473571,0.238036987,0.16606428,2.983625204,0.894732385,0.899061908,0.050164504,0.578771645,0.633993848,0.20850322,251.4419524,244.2897672,47.25923353,154.9726491,160.1914761,33.01600104,211.6654388,204.3389159,141.4646612,158.361486,75.10279403,277.132602,56.4862626,13.16664868,4.483261455,13.41313667,4.229296492,1.994781725,3.713881434,-0.624972618,0.965696216,-0.504591496,-0.391709739,0.626437977,-0.384874347,-0.030300078,0.320523034,-0.04915758,-0.026868862,0.212173478,-0.00019136,-0.066972549,0.152891181,-0.054329215,-0.001792127,0.089583879,0.005286738
bee,bee_01,3,3080,3109,0.140621233,0.152438258,0.154717931,0.107962443,0.12205369,0.09166698,0.063855994,0.04358728,0.024090046,0.045415873,0.053590274,0.476401044,0.230016133,0.230539465,2.066461996,0.918433883,0.932292639,0.0529849,0.677698505,0.726718791,0.207521258,275.852125,275.401693,57.49527959,169.7687437,172.8062354,31.63950541,224.6040399,213.6911333,150.8380825,171.558277,87.99260331,514.674831,65.28412296,11.91070909,4.457298057,10.72437539,3.399318459,1.888426999,3.041710444,-0.455444416,0.657030419,-0.507438968,-0.454269126,0.522516442,-0.438831233,-0.038156686,0.25364856,-0.033882418,-0.001793187,0.1547831,0.016565054,-0.072001523,0.133130332,-0.044774036,-0.010084678,0.069262419,-0.006568235
